Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)
SAL_HA8931AA	11-004736-1-7	SRR3707412;ILLUMINA;Paired;;SRX1868472;;;SRA,GCF_001690055;Complete Genome;;;;;;Complete Genome	SAL_HA8931AA	Livestock	Bovine	Bos taurus; Bovine Organ	2011				North America	Canada	Ontario						Heidelberg	I			National Microbiology Laboratory at Guelph			PRJNA224116		SAMN05263553	SRS1519262	2017-01-05	2016-07-21	NaN	58348	58348	58348	5531	1382	558	536	536	536	536	536	2	2	2
SAL_IA5793AA	N13-02946	SRR5241852;ILLUMINA;Paired;;SRX2548700;633112168;299;SRA	SAL_IA5793AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	New Brunswick						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278993	SRS1967268	2017-02-14	2017-02-08	NaN	63998	63998	63998	63998	3353	2652	536	536	536	536	536	2	2	2
SAL_IA5794AA	N13-01336	SRR5241851;ILLUMINA;Paired;;SRX2548699;666250520;298;SRA	SAL_IA5794AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279021	SRS1967267	2017-02-14	2017-02-08	NaN	64077	64077	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_IA5795AA	N13-02943	SRR5241850;ILLUMINA;Paired;;SRX2548698;676065910;299;SRA	SAL_IA5795AA	Poultry	Poultry	Animal cecal content (chicken)	2011				North America	Canada	Ontario						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278990	SRS1967266	2017-02-14	2017-02-08	NaN	63712	63712	63712	63655	620	558	536	536	536	536	536	2	2	2
SAL_IA5796AA	N13-02941	SRR5241849;ILLUMINA;Paired;;SRX2548697;577488002;299;SRA	SAL_IA5796AA	Poultry	Poultry	Animal cecal content (chicken)	2011				North America	Canada	Ontario						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278989	SRS1967265	2017-02-14	2017-02-08	NaN	63671	63671	63671	63671	1382	558	536	536	536	536	536	2	2	2
SAL_IA5797AA	N13-01326	SRR5241848;ILLUMINA;Paired;;SRX2548696;499969860;299;SRA	SAL_IA5797AA	Food	Avian	Food aliquot (turkey)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279010	SRS1967264	2017-02-14	2017-02-08	NaN	63688	63688	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_IA5798AA	N13-01354	SRR5241847;ILLUMINA;Paired;;SRX2548695;465500000;250;SRA	SAL_IA5798AA	Food	Avian	Food aliquot (turkey)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279009	SRS1967263	2017-02-14	2017-02-08	NaN	64049	64049	64049	64049	64049	63711	536	536	536	536	536	2	2	2
SAL_IA5799AA	N13-02934	SRR5241846;ILLUMINA;Paired;;SRX2548694;1047695402;299;SRA	SAL_IA5799AA	Poultry	Poultry	Animal cecal content (chicken)	2011				North America	Canada	New Brunswick						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278997	SRS1967262	2017-02-14	2017-02-08	NaN	64197	64197	64197	64197	3353	2652	536	536	536	536	536	2	2	2
SAL_IA5800AA	N13-01349	SRR5241844;ILLUMINA;Paired;;SRX2548693;987863110;299;SRA	SAL_IA5800AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279044	SRS1967260	2017-02-14	2017-02-08	NaN	64083	64083	5532	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5801AA	N13-01337	SRR5241843;ILLUMINA;Paired;;SRX2548692;553536906;299;SRA	SAL_IA5801AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279032	SRS1967261	2017-02-14	2017-02-08	NaN	8120	8120	8120	8120	8120	8120	536	536	536	536	536	2	2	2
SAL_IA5802AA	N13-01332	SRR5241842;ILLUMINA;Paired;;SRX2548691;727295500;250;SRA	SAL_IA5802AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279031	SRS1967259	2017-02-14	2017-02-08	NaN	63669	63669	8120	8120	8120	8120	536	536	536	536	536	2	2	2
SAL_IA5803AA	N13-01327	SRR5241841;ILLUMINA;Paired;;SRX2548690;740298884;299;SRA	SAL_IA5803AA	Food	Avian	Food aliquot (turkey)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279008	SRS1967258	2017-02-14	2017-02-08	NaN	63711	63711	63711	63711	63711	63711	536	536	536	536	536	2	2	2
SAL_IA5804AA	N13-02947	SRR5241840;ILLUMINA;Paired;;SRX2548689;760910748;299;SRA	SAL_IA5804AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Ontario						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278994	SRS1967257	2017-02-14	2017-02-08	NaN	64042	63920	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_IA5805AA	N13-01323	SRR5241839;ILLUMINA;Paired;;SRX2548688;839114000;250;SRA	SAL_IA5805AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279001	SRS1967256	2017-02-14	2017-02-08	NaN	63692	63692	63326	8107	620	558	536	536	536	536	536	2	2	2
SAL_IA5806AA	N13-01355	SRR5241838;ILLUMINA;Paired;;SRX2548687;847631512;299;SRA	SAL_IA5806AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279045	SRS1967255	2017-02-14	2017-02-08	NaN	63979	63979	63979	63979	63979	558	536	536	536	536	536	2	2	2
SAL_IA5807AA	N13-01366	SRR5241837;ILLUMINA;Paired;;SRX2548686;1047445000;250;SRA	SAL_IA5807AA	Food	Avian	Food aliquot (turkey)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279012	SRS1967254	2017-02-14	2017-02-08	NaN	64079	64079	64079	5677	3421	3421	536	536	536	536	536	2	2	2
SAL_IA5808AA	N13-01330	SRR5241836;ILLUMINA;Paired;;SRX2548685;783580590;249;SRA	SAL_IA5808AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279004	SRS1967253	2017-02-14	2017-02-08	NaN	63345	63345	63345	63345	930	558	536	536	536	536	536	2	2	2
SAL_IA5809AA	N13-01342	SRR5241835;ILLUMINA;Paired;;SRX2548684;1107858986;299;SRA	SAL_IA5809AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279022	SRS1967252	2017-02-14	2017-02-08	NaN	63356	63356	63356	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5810AA	N13-02949	SRR5241834;ILLUMINA;Paired;;SRX2548683;433703936;296;SRA	SAL_IA5810AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Ontario						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278996	SRS1967251	2017-02-14	2017-02-08	NaN	63325	63325	63325	5531	1382	558	536	536	536	536	536	2	2	2
SAL_IA5811AA	N13-01329	SRR5241833;ILLUMINA;Paired;;SRX2548682;668515562;299;SRA	SAL_IA5811AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279030	SRS1967250	2017-02-14	2017-02-08	NaN	8100	8100	3265	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5812AA	N13-01348	SRR5241832;ILLUMINA;Paired;;SRX2548681;740851194;249;SRA	SAL_IA5812AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279005	SRS1967249	2017-02-14	2017-02-08	NaN	63327	63327	63327	63327	930	558	536	536	536	536	536	2	2	2
SAL_IA5813AA	N13-01351	SRR5241831;ILLUMINA;Paired;;SRX2548680;852877000;250;SRA	SAL_IA5813AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279035	SRS1967248	2017-02-14	2017-02-08	NaN	63329	63329	63329	63329	14596	568	536	536	536	536	536	2	2	2
SAL_IA5814AA	N13-01331	SRR5241830;ILLUMINA;Paired;;SRX2548679;674347180;298;SRA	SAL_IA5814AA	Food	Avian	Food aliquot (turkey)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279011	SRS1967247	2017-02-14	2017-02-08	NaN	63346	63346	63346	5677	3421	3421	536	536	536	536	536	2	2	2
SAL_IA5815AA	N13-01352	SRR5241829;ILLUMINA;Paired;;SRX2548678;606017500;250;SRA	SAL_IA5815AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279023	SRS1967246	2017-02-14	2017-02-08	NaN	63673	63673	63673	63673	63673	63673	536	536	536	536	536	2	2	2
SAL_IA5816AA	N13-01324	SRR5241828;ILLUMINA;Paired;;SRX2548677;677847500;250;SRA	SAL_IA5816AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279002	SRS1967245	2017-02-14	2017-02-08	NaN	63326	63326	63326	8107	620	558	536	536	536	536	536	2	2	2
SAL_IA5817AA	N13-02945	SRR5241827;ILLUMINA;Paired;;SRX2548676;654968240;298;SRA	SAL_IA5817AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Ontario						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278992	SRS1967244	2017-02-14	2017-02-08	NaN	63378	63378	63378	5531	1382	558	536	536	536	536	536	2	2	2
SAL_IA5818AA	N13-01325	SRR5241826;ILLUMINA;Paired;;SRX2548675;789848418;249;SRA	SAL_IA5818AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279003	SRS1967243	2017-02-14	2017-02-08	NaN	63328	63328	63328	63328	930	558	536	536	536	536	536	2	2	2
SAL_IA5819AA	N13-01353	SRR5241825;ILLUMINA;Paired;;SRX2548674;735760500;250;SRA	SAL_IA5819AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279036	SRS1967242	2017-02-14	2017-02-08	NaN	63330	63330	63330	63330	620	558	536	536	536	536	536	2	2	2
SAL_IA5820AA	N13-01346	SRR5241824;ILLUMINA;Paired;;SRX2548673;622228500;250;SRA	SAL_IA5820AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279034	SRS1967241	2017-02-14	2017-02-08	NaN	63358	63358	63358	63358	930	558	536	536	536	536	536	2	2	2
SAL_IA5821AA	N13-01338	SRR5241823;ILLUMINA;Paired;;SRX2548672;894117640;299;SRA	SAL_IA5821AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279033	SRS1967240	2017-02-14	2017-02-08	NaN	63359	63359	63359	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5822AA	N13-01333	SRR5241822;ILLUMINA;Paired;;SRX2548671;654666000;250;SRA	SAL_IA5822AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279024	SRS1967239	2017-02-14	2017-02-08	NaN	63294	63294	63294	63294	620	558	536	536	536	536	536	2	2	2
SAL_IA5823AA	N13-02936	SRR5241821;ILLUMINA;Paired;;SRX2548670;475855510;299;SRA	SAL_IA5823AA	Poultry	Poultry	Animal cecal content (chicken)	2011				North America	Canada	Ontario						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278988	SRS1967238	2017-02-14	2017-02-08	NaN	63452	63452	63452	63452	1382	558	536	536	536	536	536	2	2	2
SAL_IA5824AA	N13-02944	SRR5241820;ILLUMINA;Paired;;SRX2548669;801981772;298;SRA	SAL_IA5824AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	New Brunswick						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278991	SRS1967237	2017-02-14	2017-02-08	NaN	63347	63347	5532	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5825AA	N13-02948	SRR5241819;ILLUMINA;Paired;;SRX2548668;300636726;299;SRA	SAL_IA5825AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Ontario						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278995	SRS1967236	2017-02-14	2017-02-08	NaN	63920	63920	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_IA5958AA	N13-01308	SRR5239233;ILLUMINA;Paired;;SRX2546127;719712316;298;SRA	SAL_IA5958AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279040	SRS1964986	2017-02-14	2017-02-07	NaN	64067	64067	5532	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5959AA	12-7080	SRR5239232;ILLUMINA;Paired;;SRX2546126;946982358;249;SRA	SAL_IA5959AA	Human	Human	Human stool	2012	10			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278954	SRS1964985	2017-02-14	2017-02-07	NaN	64026	64026	5532	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5961AA	N13-01303	SRR5239230;ILLUMINA;Paired;;SRX2546124;1206784000;250;SRA	SAL_IA5961AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279037	SRS1964983	2017-02-14	2017-02-07	NaN	63656	63656	63656	63656	930	558	536	536	536	536	536	2	2	2
SAL_IA5962AA	12-7092	SRR5239229;ILLUMINA;Paired;;SRX2546123;387796500;250;SRA	SAL_IA5962AA	Human	Human	Human blood	2012	10			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278978	SRS1964982	2017-02-14	2017-02-07	NaN	8120	8120	8120	8120	8120	8120	536	536	536	536	536	2	2	2
SAL_IA5963AA	N13-01301	SRR5239228;ILLUMINA;Paired;;SRX2546122;601155918;297;SRA	SAL_IA5963AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279046	SRS1964981	2017-02-14	2017-02-07	NaN	63658	63658	3265	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5964AA	N13-01318	SRR5239227;ILLUMINA;Paired;;SRX2546121;537096690;299;SRA	SAL_IA5964AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279042	SRS1964980	2017-02-14	2017-02-07	NaN	64028	64028	54173	54173	54173	558	536	536	536	536	536	2	2	2
SAL_IA5965AA	12-6510	SRR5239226;ILLUMINA;Paired;;SRX2546120;856143174;249;SRA	SAL_IA5965AA	Human	Human	Human stool	2012	9			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278970	SRS1964979	2017-02-14	2017-02-07	NaN	63689	63689	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_IA5966AA	N13-01317	SRR5239225;ILLUMINA;Paired;;SRX2546119;659866764;298;SRA	SAL_IA5966AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279029	SRS1964978	2017-02-14	2017-02-07	NaN	64073	64073	64073	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5967AA	12-7730	SRR5239224;ILLUMINA;Paired;;SRX2546118;831868000;250;SRA	SAL_IA5967AA	Human	Human	Human stool	2012	11			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278972	SRS1964977	2017-02-14	2017-02-07	NaN	63655	63655	63655	63655	620	558	536	536	536	536	536	2	2	2
SAL_IA5969AA	N13-01316	SRR5239222;ILLUMINA;Paired;;SRX2546116;577945962;297;SRA	SAL_IA5969AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279018	SRS1964975	2017-02-14	2017-02-07	NaN	64043	64043	5532	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5970AA	N13-01315	SRR5239221;ILLUMINA;Paired;;SRX2546115;845439000;250;SRA	SAL_IA5970AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279017	SRS1964974	2017-02-14	2017-02-07	NaN	63958	63958	5532	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5971AA	12-7329	SRR5239220;ILLUMINA;Paired;;SRX2546114;595856208;248;SRA	SAL_IA5971AA	Human	Human	Human stool	2012	10			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278955	SRS1964973	2017-02-14	2017-02-07	NaN	64034	64034	64034	48939	930	558	536	536	536	536	536	2	2	2
SAL_IA5972AA	N13-01298	SRR5239219;ILLUMINA;Paired;;SRX2546113;274608776;299;SRA	SAL_IA5972AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279028	SRS1964972	2017-02-14	2017-02-07	NaN	63644	63644	63644	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5973AA	N13-01305	SRR5239218;ILLUMINA;Paired;;SRX2546112;568977266;299;SRA	SAL_IA5973AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279047	SRS1964971	2017-02-14	2017-02-07	NaN	63660	63660	3265	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5974AA	N13-01292	SRR5239217;ILLUMINA;Paired;;SRX2546111;677408420;299;SRA	SAL_IA5974AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279013	SRS1964970	2017-02-14	2017-02-07	NaN	63645	63645	63645	63316	3353	2652	536	536	536	536	536	2	2	2
SAL_IA5975AA	N13-01322	SRR5239216;ILLUMINA;Paired;;SRX2546110;529815820;251;SRA	SAL_IA5975AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279049	SRS1964969	2017-02-14	2017-02-07	NaN	8100	8100	3265	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5976AA	N13-01319	SRR5239215;ILLUMINA;Paired;;SRX2546109;666841500;250;SRA	SAL_IA5976AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279043	SRS1964968	2017-02-14	2017-02-07	NaN	63369	63319	54173	54173	54173	558	536	536	536	536	536	2	2	2
SAL_IA5977AA	12-7145	SRR5239214;ILLUMINA;Paired;;SRX2546108;645225264;243;SRA	SAL_IA5977AA	Human	Human	Human stool	2012	10			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278971	SRS1964967	2017-02-14	2017-02-07	NaN	8119	8119	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_IA5978AA	N13-01311	SRR5239213;ILLUMINA;Paired;;SRX2546107;847561328;248;SRA	SAL_IA5978AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278999	SRS1964966	2017-02-14	2017-02-07	NaN	64069	64069	64069	5531	1382	558	536	536	536	536	536	2	2	2
SAL_IA5979AA	N13-01309	SRR5239212;ILLUMINA;Paired;;SRX2546106;585748000;250;SRA	SAL_IA5979AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279041	SRS1964965	2017-02-14	2017-02-07	NaN	63670	63670	8119	8119	1382	558	536	536	536	536	536	2	2	2
SAL_IA5980AA	N13-01296	SRR5239211;ILLUMINA;Paired;;SRX2546105;669312000;250;SRA	SAL_IA5980AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279027	SRS1964964	2017-02-14	2017-02-07	NaN	64078	64078	64078	64078	930	558	536	536	536	536	536	2	2	2
SAL_IA5981AA	N13-01297	SRR5239210;ILLUMINA;Paired;;SRX2546104;405090472;298;SRA	SAL_IA5981AA	Food	Avian	Food aliquot (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279015	SRS1964963	2017-02-14	2017-02-07	NaN	63995	63995	63995	63316	3353	2652	536	536	536	536	536	2	2	2
SAL_IA5982AA	N13-01307	SRR5239209;ILLUMINA;Paired;;SRX2546103;683436180;298;SRA	SAL_IA5982AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279039	SRS1964962	2017-02-14	2017-02-07	NaN	63713	63713	5532	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5983AA	N13-01291	SRR5239208;ILLUMINA;Paired;;SRX2546102;428590500;250;SRA	SAL_IA5983AA	Poultry	Poultry	Animal cecal content (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278998	SRS1964961	2017-02-14	2017-02-07	NaN	8100	8100	3265	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5984AA	12-6245	SRR5239207;ILLUMINA;Paired;;SRX2546101;931364580;249;SRA	SAL_IA5984AA	Human	Human	Human stool	2012	9			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278952	SRS1964960	2017-02-14	2017-02-07	NaN	63677	63677	63677	8121	8121	8121	536	536	536	536	536	2	2	2
SAL_IA5985AA	12-6507	SRR5239206;ILLUMINA;Paired;;SRX2546100;630538200;300;SRA	SAL_IA5985AA	Human	Human	Human stool	2012	9			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278953	SRS1964959	2017-02-14	2017-02-07	NaN	63691	63691	54101	54101	620	558	536	536	536	536	536	2	2	2
SAL_IA5986AA	N13-01304	SRR5239205;ILLUMINA;Paired;;SRX2546099;504773260;298;SRA	SAL_IA5986AA	Food	Avian	Food pre-packaged (chicken)	2012				North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06279038	SRS1964958	2017-02-14	2017-02-07	NaN	64029	64029	63342	63316	3353	2652	536	536	536	536	536	2	2	2
SAL_IA5987AA	13-0067	SRR5239204;ILLUMINA;Paired;;SRX2546098;789699000;300;SRA	SAL_IA5987AA	Human	Human	Human urine	2012	12			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278984	SRS1964957	2017-02-14	2017-02-07	NaN	64045	64045	64045	930	930	558	536	536	536	536	536	2	2	2
SAL_IA5988AA	12-6342	SRR5239203;ILLUMINA;Paired;;SRX2546097;784319500;250;SRA	SAL_IA5988AA	Human	Human	Human blood	2012	9			North America	Canada	Quebec						Heidelberg	I			Public Health Agency of Canada			PRJNA369657	SRP099025	SAMN06278982	SRS1964956	2017-02-14	2017-02-07	NaN	8120	8120	8120	8120	8120	8120	536	536	536	536	536	2	2	2
